index_name,relation_name,uniqueness,status,sort_order,field_name,field_position
FK_RPTMACHAPP_MACHCOND,RPTMACHAPPRAISAL,NON_UNIQUE,ACTIVE,ASC,MACHCONDITION_CT,0
FK_RPTMACHAPP_MACHNGRP,RPTMACHAPPRAISAL,NON_UNIQUE,ACTIVE,ASC,MACHGROUP_CT,0
FK_RPTMACHAPP_MACHTYPE,RPTMACHAPPRAISAL,NON_UNIQUE,ACTIVE,ASC,MACHTYPE_CT,0
FK_RPTMACHAPP_RPTASSMNT,RPTMACHAPPRAISAL,NON_UNIQUE,ACTIVE,ASC,TAXTRANS_ID,0
PK_RPTMACHAPPRAISAL_1,RPTMACHAPPRAISAL,UNIQUE,ACTIVE,ASC,MACHAPPRAISAL_ID,0
FK_RPTPLANTTREEAPP_PLNTTREE,RPTPLANTTREEAPPRAISAL,NON_UNIQUE,ACTIVE,ASC,PLANT_CT,0
PK_RPTPLANTTREEAPP_1,RPTPLANTTREEAPPRAISAL,UNIQUE,ACTIVE,ASC,PLANTSAPPRAISAL_ID,0
FK_RPTTRANSACTION_PROPERTY01,RPTTRANSACTION,NON_UNIQUE,ACTIVE,ASC,OLDPROP_ID,0
FK_RPTTRANSACTION_PROPERTY02,RPTTRANSACTION,NON_UNIQUE,ACTIVE,ASC,NEWPROP_ID,0
FK_RPTTRANSACTION_RPTASS02,RPTTRANSACTION,NON_UNIQUE,ACTIVE,ASC,NEWTAXTRANS_ID,0
FK_RPTTRANSACTION_RPTASSM,RPTTRANSACTION,NON_UNIQUE,ACTIVE,ASC,OLDTAXTRANS_ID,0
FK_RPTTRANSACTION_TRPTRANS,RPTTRANSACTION,NON_UNIQUE,ACTIVE,ASC,TRANSCODE_CT,0
IDX_RPTTRANSACTION_TRANSYEAR,RPTTRANSACTION,NON_UNIQUE,ACTIVE,ASC,TRANSYEAR,0
PK_RPTTRANSACTION_1,RPTTRANSACTION,UNIQUE,ACTIVE,ASC,RPTTRANSACTION_ID,0
PK_RPTVALUEADJUSTMENT,RPTVALUEADJUSTMENT,UNIQUE,ACTIVE,ASC,VALUEADJUSTMENT_ID,0
PK_SECURITY_APPS_1,SECURITY_APPS,UNIQUE,ACTIVE,ASC,APPLICATION,0
PK_SECURITY_TEMPLATE_1,SECURITY_TEMPLATE,UNIQUE,ACTIVE,ASC,APPLICATION,0
PK_SECURITY_TEMPLATE_1,SECURITY_TEMPLATE,UNIQUE,ACTIVE,ASC,WINDOW,1
PK_SECURITY_TEMPLATE_1,SECURITY_TEMPLATE,UNIQUE,ACTIVE,ASC,CONTROL,2
PK_SECURITY_TEMPLATE_1,SECURITY_TEMPLATE,UNIQUE,ACTIVE,ASC,OBJECT_TYPE,3
PK_SECURITY_USERS__USERID,SECURITY_USERS,UNIQUE,ACTIVE,ASC,NAME,0
PK_SECURITYRCD,SECURITY_USERS_RCD,UNIQUE,ACTIVE,ASC,NAME,0
PK_SUBDIVISION_1,SUBDIVISION,UNIQUE,ACTIVE,ASC,SUBDIVISION_ID,0
PK_SYNCRONIZATIONCHECKER_MUN,SYNCRONIZATIONCHECKER_MUN,UNIQUE,ACTIVE,ASC,SYNCCHK_ID,0
PK_SYNCRONIZATIONCHECKER_PROV,SYNCRONIZATIONCHECKER_PROV,UNIQUE,ACTIVE,ASC,SYNCCHK_ID,0
PK_SYNCRONIZATIONLOG,SYNCRONIZATIONLOG,UNIQUE,ACTIVE,ASC,SYNCLOG_ID,0
PK_SYNCRONIZATIONLOG,SYNCRONIZATIONLOG,UNIQUE,ACTIVE,ASC,DATASOURCE,1
FK_TAXCLEARANCE_TAXPAYER,TAXCLEARANCE,NON_UNIQUE,ACTIVE,ASC,LOCAL_TIN,0
PK_TAXCLEARANCE_1,TAXCLEARANCE,UNIQUE,ACTIVE,ASC,TC_ID,0
FK_TAXPAYER_COUNTRY,TAXPAYER,NON_UNIQUE,ACTIVE,ASC,COUNTRY_CT,0
IDX_TAXPAYER1,TAXPAYER,NON_UNIQUE,ACTIVE,ASC,OWNERADDRESS,0
IDX_TAXPAYER2,TAXPAYER,NON_UNIQUE,ACTIVE,ASC,FIRSTNAME,0
IDX_TAXPAYER3,TAXPAYER,NON_UNIQUE,ACTIVE,ASC,LASTNAME,0
IDX_TAXPAYER4,TAXPAYER,NON_UNIQUE,ACTIVE,ASC,MI,0
IDX_TAXPAYER5,TAXPAYER,NON_UNIQUE,ACTIVE,ASC,STREET,0
IDX_TAXPAYER6,TAXPAYER,NON_UNIQUE,ACTIVE,ASC,PUROK,0
IDX_TAXPAYER7,TAXPAYER,NON_UNIQUE,ACTIVE,ASC,PROVINCE_CT,0
IDX_TAXPAYER8,TAXPAYER,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
IDX_TAXPAYERBARANGAY_CT,TAXPAYER,NON_UNIQUE,ACTIVE,ASC,BARANGAY_CT,0
IDX_TAXPAYER_LOCALTIN,TAXPAYER,NON_UNIQUE,ACTIVE,ASC,LOCAL_TIN,0
IDX_TAXPAYER_OWNERNAME,TAXPAYER,NON_UNIQUE,ACTIVE,ASC,OWNERNAME,0
PK_TAXPAYER_1,TAXPAYER,UNIQUE,ACTIVE,ASC,LOCAL_TIN,0
FK_TAXPAYERDETAIL_1,TAXPAYERDETAIL,NON_UNIQUE,ACTIVE,ASC,TAXPAYERDETAILGROUP_CT,0
PK_TAXPAYERDETAIL,TAXPAYERDETAIL,UNIQUE,ACTIVE,ASC,LOCAL_TIN,0
PK_TAXPAYERFAMILY,TAXPAYERFAMILY,UNIQUE,ACTIVE,ASC,LOCAL_TIN,0
PK_TAXPAYERFAMILY,TAXPAYERFAMILY,UNIQUE,ACTIVE,ASC,FAMILY_ID,1
PK_TAXPAYERFAMILY,TAXPAYERFAMILY,UNIQUE,ACTIVE,ASC,FAMILYLOCAL_TIN,2
IDX_TAXPAYERMASTERLIST1,TAXPAYERMASTERLIST,NON_UNIQUE,ACTIVE,ASC,PARENT_TIN,0
IDX_TAXPAYERMASTERLIST2,TAXPAYERMASTERLIST,NON_UNIQUE,ACTIVE,ASC,LOCAL_TIN,0
IDX_TAXPAYERMASTERLIST3,TAXPAYERMASTERLIST,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_TAXPAYERMASTERLIST_1,TAXPAYERMASTERLIST,UNIQUE,ACTIVE,ASC,PARENT_TIN,0
PK_TAXPAYERMASTERLIST_1,TAXPAYERMASTERLIST,UNIQUE,ACTIVE,ASC,LOCAL_TIN,1
FK_TPACCOUNT_ACCNTCD,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,ACCOUNTCODE_CT,0
FK_TPACCOUNT_EARMARK,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,EARMARK_CT,0
FK_TPACCOUNT_MUNCPLTY,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
FK_TPACCOUNT_TAXPAYER,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,LOCAL_TIN,0
FK_TPACCOUNT_TXPRD,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,TAXPERIOD_CT,0
IDX_PKEVENTOBJECT,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,PK_EVENTOBJECT,0
IDX_TPACCOUNT_BOOKINGREFERENCE,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,BOOKINGREFERENCE,0
IDX_TPACCOUNT_CANCELLEDBV,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,CANCELLED_BV,0
IDX_TPACCOUNT_CASETYPECT,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,CASETYPE_CT,0
IDX_TPACCOUNT_CREDITAMOUNT,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,CREDITAMOUNT,0
IDX_TPACCOUNT_DEBITAMOUNT,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,DEBITAMOUNT,0
IDX_TPACCOUNT_EARMARKCT,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,EARMARK_CT,0
IDX_TPACCOUNT_EVENTOBJCT,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,EVENTOBJECT_CT,0
IDX_TPACCOUNT_ITAXTYPECT,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,ITAXTYPE_CT,0
IDX_TPACCOUNT_LOCALTIN,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,LOCAL_TIN,0
IDX_TPACCOUNT_POSTINGID,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,POSTING_ID,0
IDX_TPACCOUNT_PROPID,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,PROP_ID,0
IDX_TPACCOUNT_RFPOSTINGID,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,REFPOSTINGID,0
IDX_TPACCOUNT_TAXTRANS,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,TAXTRANS_ID,0
IDX_TPACCOUNT_TAXYEAR,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,TAXYEAR,0
IDX_TPACCOUNT_VALUEDATE,TPACCOUNT,NON_UNIQUE,ACTIVE,ASC,VALUEDATE,0
PK_TPACCOUNT_1,TPACCOUNT,UNIQUE,ACTIVE,ASC,POSTING_ID,0
PK_TPDOCUMENT_1,TPDOCUMENT,UNIQUE,ACTIVE,ASC,TPDOC_ID,0
PK_TRANSACTIONSTATUS_1,TRANSACTIONSTATUS,UNIQUE,ACTIVE,ASC,TRANSSTAT_ID,0
FK_TRANSSTATDET_1,TRANSACTIONSTATUSDETAIL,NON_UNIQUE,ACTIVE,ASC,TRANSSTAT_ID,0
FK_TRANSSTATDET_PROPERTY,TRANSACTIONSTATUSDETAIL,NON_UNIQUE,ACTIVE,ASC,PROP_ID,0
FK_TRANSSTATDET_RPTASSM,TRANSACTIONSTATUSDETAIL,NON_UNIQUE,ACTIVE,ASC,TAXTRANS_ID,0
FK_TRANSSTATDET_RPTTRANS,TRANSACTIONSTATUSDETAIL,NON_UNIQUE,ACTIVE,ASC,RPTTRANSACTION_ID,0
FK_TRANSSTATDET_TAXPAYER,TRANSACTIONSTATUSDETAIL,NON_UNIQUE,ACTIVE,ASC,LOCAL_TIN,0
PK_TRANSACTIONSTATUSDETAIL_1,TRANSACTIONSTATUSDETAIL,UNIQUE,ACTIVE,ASC,TRANSSTATDETAIL_ID,0
FK_TRANSSTATREM_1,TRANSACTIONSTATUSREMARK,NON_UNIQUE,ACTIVE,ASC,TRANSSTAT_ID,0
PK_TRANSACTIONSTATUSREMARK_1,TRANSACTIONSTATUSREMARK,UNIQUE,ACTIVE,ASC,TRANSSTATREMARK_ID,0
PK_TTKGISLAYERSQL_1,TTKGISLAYERSQL,UNIQUE,ACTIVE,ASC,NAME,0
PK_T_ACCOUNTCODE_1,T_ACCOUNTCODE,UNIQUE,ACTIVE,ASC,CODE,0
FK_ACTUALUSE_MNCPLTY,T_ACTUALUSE,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_T_ACTUALUSE_1,T_ACTUALUSE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_ADJUSTMENT_1,T_ADJUSTMENT,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_ADJUSTMENTFACTOR_1,T_ADJUSTMENTFACTOR,UNIQUE,ACTIVE,ASC,ADJUSTMENTFACTOR_ID,0
PK_T_ADJUSTMENTTYPE_1,T_ADJUSTMENTTYPE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_ANNOTATION,T_ANNOTATION,UNIQUE,ACTIVE,ASC,CODE,0
FK_T_ASSMLVL_MNCPLTY,T_ASSESSMENTLEVEL,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
FK_T_ASSMLVL_PROPKIND,T_ASSESSMENTLEVEL,NON_UNIQUE,ACTIVE,ASC,PROPERTYKIND_CT,0
PK_T_ASSESSMENTLEVEL_1,T_ASSESSMENTLEVEL,UNIQUE,ACTIVE,ASC,ASSESSMENTLEVEL_ID,0
UNQ_T_ASSESSMENTLEVEL_ASSLVL,T_ASSESSMENTLEVEL,UNIQUE,ACTIVE,ASC,PROPERTYKIND_CT,0
UNQ_T_ASSESSMENTLEVEL_ASSLVL,T_ASSESSMENTLEVEL,UNIQUE,ACTIVE,ASC,ACTUALUSE_CT,1
UNQ_T_ASSESSMENTLEVEL_ASSLVL,T_ASSESSMENTLEVEL,UNIQUE,ACTIVE,ASC,YEARSTART,2
UNQ_T_ASSESSMENTLEVEL_ASSLVL,T_ASSESSMENTLEVEL,UNIQUE,ACTIVE,ASC,ASSESSMENTLEVEL,3
PK_T_BANK_1,T_BANK,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_BANK_1,T_BANK,UNIQUE,ACTIVE,ASC,BRANCH,1
FK_BRNGY_MNCPLTY,T_BARANGAY,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
FK_BRNGY_WSECTOR,T_BARANGAY,NON_UNIQUE,ACTIVE,ASC,WSECTOR_CT,0
FK_T_BRNGY_PRVNCE,T_BARANGAY,NON_UNIQUE,ACTIVE,ASC,PROVINCE_CT,0
PK_T_BARANGAY_1,T_BARANGAY,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_BARANGAY_1,T_BARANGAY,UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,1
PK_T_BARANGAY_1,T_BARANGAY,UNIQUE,ACTIVE,ASC,PROVINCE_CT,2
PK_T_BLDGCLASS,T_BLDGCLASS,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_BLDGCLASS,T_BLDGCLASS,UNIQUE,ACTIVE,ASC,YEARSTART,1
PK_T_BLDGCOMPONENT_1,T_BLDGCOMPONENT,UNIQUE,ACTIVE,ASC,CODE,0
FK_T_BLDGXTRAITEM_BLDGCMPNNT,T_BLDGEXTRAITEM,NON_UNIQUE,ACTIVE,ASC,BLDGCOMPONENT_CT,0
PK_T_BLDGEXTRAITEM_1,T_BLDGEXTRAITEM,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_BLDGKIND_1,T_BLDGKIND,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_BLDGMATERIAL_1,T_BLDGMATERIAL,UNIQUE,ACTIVE,ASC,CODE,0
FK_BLDGMATCHK_BLDGCMPNNT,T_BLDGMATERIALCHECKLIST,NON_UNIQUE,ACTIVE,ASC,BLDGCOMPONENT_CT,0
FK_T_BLDGMATCHK_BLDGMAT,T_BLDGMATERIALCHECKLIST,NON_UNIQUE,ACTIVE,ASC,BLDGMATERIAL_CT,0
PK_T_BLDGMATERIALCHECKLIST_1,T_BLDGMATERIALCHECKLIST,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_BLDGSTRUCTURETYPE_1,T_BLDGSTRUCTURETYPE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_BLDGSTRUCTURETYPE_1,T_BLDGSTRUCTURETYPE,UNIQUE,ACTIVE,ASC,YEARSTART,1
PK_T_BLDG_GRCODE,T_BLDG_GRCODE,UNIQUE,ACTIVE,ASC,BLDGGRC_ID,0
PK_T_BLDG_GRCODE_TYPE,T_BLDG_GRCODE_TYPE,UNIQUE,ACTIVE,ASC,BGRTYPE_ID,0
FK_T_BPADDCHRG_ITAXTYPE,T_BPADDONCHARGES,NON_UNIQUE,ACTIVE,ASC,ITAXTYPE_CT,0
PK_T_BPADDONCHARGES_1,T_BPADDONCHARGES,UNIQUE,ACTIVE,ASC,CODE,0
FK_BPCAT_BPCATGRP,T_BPCATEGORY,NON_UNIQUE,ACTIVE,ASC,BPCATGROUP_CT,0
FK_BPCAT_MNCPLTY,T_BPCATEGORY,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_T_BPCATEGORY_1,T_BPCATEGORY,UNIQUE,ACTIVE,ASC,CODE,0
FK_BPCATGRP_MNCPLTY,T_BPCATEGORYGROUP,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_T_BPCATEGORYGROUP_1,T_BPCATEGORYGROUP,UNIQUE,ACTIVE,ASC,CODE,0
FK_BPCLRANCE_MNCPLTY,T_BPCLEARANCE,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_T_BPCLEARANCE_1,T_BPCLEARANCE,UNIQUE,ACTIVE,ASC,CODE,0
FK_BPRTS_BPADDCHRG,T_BPRATES,NON_UNIQUE,ACTIVE,ASC,BPADDONCHARGES_CT,0
FK_BPRTS_MNCPLTY,T_BPRATES,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_T_BPRATES_1,T_BPRATES,UNIQUE,ACTIVE,ASC,CODE,0
RDB$PRIMARY3,T_BPSTATUS,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_BUILDINGNAMES_1,T_BUILDINGNAMES,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_CASETYPE_1,T_CASETYPE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_CLASSIFICATION_1,T_CLASSIFICATION,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_CLASSLEVEL_1,T_CLASSLEVEL,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_COMMENTTEMPLATE_1,T_COMMENTTEMPLATE,UNIQUE,ACTIVE,ASC,ID,0
PK_T_COUNTRY_1,T_COUNTRY,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_CTCRATE_1,T_CTCRATE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_DENOMINATION_1,T_DENOMINATION,UNIQUE,ACTIVE,ASC,DENOMINATION,0
PK_T_DISCOUNT_1,T_DISCOUNT,UNIQUE,ACTIVE,ASC,DISCOUNT_ID,0
PK_T_EARMARK_1,T_EARMARK,UNIQUE,ACTIVE,ASC,CODE,0
FK_T_EECLEARANCE_1,T_EECLEARANCE,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_T_EECLEARANCE_1,T_EECLEARANCE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_EELIVESTOCK_1,T_EELIVESTOCK,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_EELOCATION_1,T_EELOCATION,UNIQUE,ACTIVE,ASC,CODE,0
FK_T_EERATE,T_EERATE,NON_UNIQUE,ACTIVE,ASC,ITAXTYPE_CT,0
FK_T_EERATE_3,T_EERATE,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
FK_T_EERATE_5,T_EERATE,NON_UNIQUE,ACTIVE,ASC,PAYPERIOD_CT,0
PK_T_EERATE_1,T_EERATE,UNIQUE,ACTIVE,ASC,EERATE_ID,0
PK_T_EESECTION_1,T_EESECTION,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_EETYPEOFFEE_1,T_EETYPEOFFEE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_ENFORCEMENTSTATUS_1,T_ENFORCEMENTSTATUS,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_ENFORCEMENTTYPE_1,T_ENFORCEMENTTYPE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_ESRECLASSIFICATION,T_ESRECLASSIFICATION,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_ESRECLASSIFICATION,T_ESRECLASSIFICATION,UNIQUE,ACTIVE,ASC,LIFT,1
PK_T_EVENTOBJECT_1,T_EVENTOBJECT,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_EXCHANGERATE_1,T_EXCHANGERATE,UNIQUE,ACTIVE,ASC,AVGRATE,0
PK_T_EXCHANGERATE_1,T_EXCHANGERATE,UNIQUE,ACTIVE,ASC,ERYEAR,1
PK_T_FAMILY,T_FAMILY,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_FUNDTYPE,T_FUNDTYPE,UNIQUE,ACTIVE,ASC,CODE,0
FK_ITAXTYPE_ACCNTCODE,T_ITAXTYPE,NON_UNIQUE,ACTIVE,ASC,ACCOUNTCODE_CT,0
FK_T_ITAXTY_REFERENCE_T_ACCOUN,T_ITAXTYPE,NON_UNIQUE,ACTIVE,ASC,ACCOUNTCODE_CT,0
IDX_T_ITAXTYPE1,T_ITAXTYPE,NON_UNIQUE,ACTIVE,ASC,MAINGROUP,0
PK_T_ITAXTYPE_1,T_ITAXTYPE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_ITAXTYPEGROUP_1,T_ITAXTYPEGROUP,UNIQUE,ACTIVE,ASC,CODE,0
IDX_T_ITAXTYPESUBGROUP1,T_ITAXTYPESUBGROUP,NON_UNIQUE,ACTIVE,ASC,MAINGROUP,0
IDX_T_ITAXTYPESUBGROUP2,T_ITAXTYPESUBGROUP,NON_UNIQUE,ACTIVE,ASC,COA_GLCODE,0
IDX_T_ITAXTYPESUBGROUP3,T_ITAXTYPESUBGROUP,NON_UNIQUE,ACTIVE,ASC,COA_SLCODE,0
PK_T_ITAXTYPESUBGROUP_1,T_ITAXTYPESUBGROUP,UNIQUE,ACTIVE,ASC,CODE,0
IDX_T_ITAXTYPE_DETAIL1,T_ITAXTYPE_DETAIL,NON_UNIQUE,ACTIVE,ASC,IGROUP,0
IDX_T_ITAXTYPE_DETAIL2,T_ITAXTYPE_DETAIL,NON_UNIQUE,ACTIVE,ASC,COA_GLCODE,0
IDX_T_ITAXTYPE_DETAIL3,T_ITAXTYPE_DETAIL,NON_UNIQUE,ACTIVE,ASC,COA_SLCODE,0
PK_T_ITAXTYPE_DETAIL,T_ITAXTYPE_DETAIL,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_ITAXTYPE_1_TEMP,T_ITAXTYPE_TEMP,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_MACHINECONDITION_1,T_MACHINECONDITION,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_MACHINEGROUP_1,T_MACHINEGROUP,UNIQUE,ACTIVE,ASC,CODE,0
FK_MACHTYPE_MACHGRP,T_MACHINETYPE,NON_UNIQUE,ACTIVE,ASC,MACHGROUP_CT,0
PK_T_MACHINETYPE_1,T_MACHINETYPE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_MAPTYPE_1,T_MAPTYPE,UNIQUE,ACTIVE,ASC,CODE,0
PK_MCHCITATION_ID,T_MCHCITATION,UNIQUE,ACTIVE,ASC,MCHCITATION_ID,0
PK_T_MCHFRANCHISESCHEDULE_1,T_MCHFRANCHISESCHEDULE,UNIQUE,ACTIVE,ASC,CODE,0
FK_T_MCHRATE,T_MCHRATE,NON_UNIQUE,ACTIVE,ASC,ITAXTYPE_CT,0
FK_T_MCHRATE_1,T_MCHRATE,NON_UNIQUE,ACTIVE,ASC,REQUIREMENT_ID,0
FK_T_MCHRATE_3,T_MCHRATE,NON_UNIQUE,ACTIVE,ASC,MCHTYPE_CT,0
PK_T_MCHRATE_1,T_MCHRATE,UNIQUE,ACTIVE,ASC,MCHRATE_ID,0
FK_T_MCHREQUIREMENT_1,T_MCHREQUIREMENT,NON_UNIQUE,ACTIVE,ASC,REQUIREMENT_ID,0
FK_T_MCHREQUIREMENT_2,T_MCHREQUIREMENT,NON_UNIQUE,ACTIVE,ASC,MCHTYPE_CT,0
PK_T_MCHREQUIREMENT_1,T_MCHREQUIREMENT,UNIQUE,ACTIVE,ASC,TMCHREQ_ID,0
PK_T_MCHTYPE_1,T_MCHTYPE,UNIQUE,ACTIVE,ASC,CODE,0
PK_CODE,T_MEMORANDA,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_METERREADER_1,T_METERREADER,UNIQUE,ACTIVE,ASC,CODE,0
FK_MUNICIPALITY_PROVINCE,T_MUNICIPALITY,NON_UNIQUE,ACTIVE,ASC,PROVINCE_CT,0
PK_T_MUNICIPALITY_1,T_MUNICIPALITY,UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_T_ORTYPE_1,T_ORTYPE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_OTHERPAYMENTRATE_1,T_OTHERPAYMENTRATE,UNIQUE,ACTIVE,ASC,OPRATE_ID,0
PK_T_OWNERTYPE_1,T_OWNERTYPE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_PAYMODE_1,T_PAYMODE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_PAYPERIOD_1,T_PAYPERIOD,UNIQUE,ACTIVE,ASC,CODE,0
FK_PNLTYINTRSTPRM_MNCPLTY,T_PENALTYINTERESTPARAM,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_T_PLANTTREE_1,T_PLANTTREE,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_PROPERTYKIND_1,T_PROPERTYKIND,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_PROVINCE_1,T_PROVINCE,UNIQUE,ACTIVE,ASC,CODE,0
PK_REGION,T_REGION,UNIQUE,ACTIVE,ASC,CODE,0
FK_T_RGNLPRM_MNCPLTY,T_REGIONALPARAMS,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_T_REGIONALPARAMS,T_REGIONALPARAMS,UNIQUE,ACTIVE,ASC,REGPARM_ID,0
PK_T_REGIONALPARAMSETTING,T_REGIONALPARAMSETTING,UNIQUE,ACTIVE,ASC,REGPARMSET_ID,0
PK_T_REPORT_1,T_REPORT,UNIQUE,ACTIVE,ASC,TREP_ID,0
PK_T_REPORTGROUP_1,T_REPORTGROUP,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_REQUIREMENT_1,T_REQUIREMENT,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_RPTGRINFO_1,T_RPTGRINFO,UNIQUE,ACTIVE,ASC,YEARSTART,0
PK_T_RPTRESTRICTION_1,T_RPTRESTRICTION,UNIQUE,ACTIVE,ASC,CODE,0
PK_T_RPTTRANSACTION_1,T_RPTTRANSACTION,UNIQUE,ACTIVE,ASC,CODE,0
FK_SFMVBLDGCOST_MNCPLTY,T_SFMVBLDGCOST,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_T_SFMVBLDGCOST_1,T_SFMVBLDGCOST,UNIQUE,ACTIVE,ASC,SFMVBLDGCOST_ID,0
FK_T_SFMVBLDGDEP_MNCPLTY,T_SFMVBLDGDEPRECIATION,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_T_SFMVBLDGDEPRECIATION_1,T_SFMVBLDGDEPRECIATION,UNIQUE,ACTIVE,ASC,SFMVBLDGDEP_ID,0
FK_SFMVBLDGEXTRA_BLDGEXTRITTM,T_SFMVBLDGEXTRAITEM,NON_UNIQUE,ACTIVE,ASC,EXTRAITEM_CT,0
FK_T_SFMVBLDGEXTRA_MNCPLTY,T_SFMVBLDGEXTRAITEM,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_T_SFMVBLDGEXTRAITEM_1,T_SFMVBLDGEXTRAITEM,UNIQUE,ACTIVE,ASC,SFMVBLDGEXTRA_ID,0
FK_SFMVLAND_CLASSLEVEL,T_SFMVLAND,NON_UNIQUE,ACTIVE,ASC,CLASSLEVEL_CT,0
PK_T_SFMVLAND_1,T_SFMVLAND,UNIQUE,ACTIVE,ASC,SFMVLAND_ID,0
FK_SFMVLANDADJ_ADJST,T_SFMVLANDADJUSTMENT,NON_UNIQUE,ACTIVE,ASC,ADJUSTMENT_CT,0
FK_T_SFMVLANDADJ_ADJTYPE,T_SFMVLANDADJUSTMENT,NON_UNIQUE,ACTIVE,ASC,ADJUSTMENTTYPE_CT,0
FK_T_SFMVLANDADJ_MNCPLTY,T_SFMVLANDADJUSTMENT,NON_UNIQUE,ACTIVE,ASC,MUNICIPAL_ID,0
PK_T_SFMVLANDADJUSTMENT_1,T_SFMVLANDADJUSTMENT,UNIQUE,ACTIVE,ASC,SFMVLANDADJUSTMENT_ID,0
