relation_name,field_name,field_position,field_type,field_length,field_scale,nullable
TPACCOUNT,PK_EVENTOBJECT,13,VARCHAR,36,0,NULLABLE
TPACCOUNT,CASETYPE_CT,14,CHAR,3,0,NULLABLE
TPACCOUNT,CANCELLED_BV,15,INTEGER,4,0,NULLABLE
TPACCOUNT,TRANSDATE,16,TIMESTAMP,8,0,NULLABLE
TPACCOUNT,CHANGEDATE,17,TIMESTAMP,8,0,NULLABLE
TPACCOUNT,USERID,18,VARCHAR,50,0,NULLABLE
TPACCOUNT,CHANGEUSERID,19,VARCHAR,10,0,NULLABLE
TPACCOUNT,TAXPERIOD_CT,20,CHAR,2,0,NULLABLE
TPACCOUNT,BOOKINGREFERENCE,21,VARCHAR,50,0,NULLABLE
TPACCOUNT,ACCOUNTCODE_CT,22,CHAR,10,0,NULLABLE
TPACCOUNT,LOCATIONSRC,23,VARCHAR,10,0,NULLABLE
TPACCOUNT,DATALASTEDITED,24,INTEGER,4,0,NULLABLE
TPDOCUMENT,TPDOC_ID,0,INTEGER,4,0,NOT NULL
TPDOCUMENT,LOCAL_TIN,1,CHAR,13,0,NULLABLE
TPDOCUMENT,DOCUMENTTYPE,2,VARCHAR,20,0,NULLABLE
TPDOCUMENT,KEYWORDS,3,VARCHAR,100,0,NULLABLE
TPDOCUMENT,LOCATION,4,VARCHAR,50,0,NULLABLE
TPDOCUMENT,DESCRIPTION,5,VARCHAR,100,0,NULLABLE
TPDOCUMENT,DATERECEIVED,6,TIMESTAMP,8,0,NULLABLE
TPDOCUMENT,DATECAPTURED,7,TIMESTAMP,8,0,NULLABLE
TPDOCUMENT,DOCUMENTGROUP,8,VARCHAR,30,0,NULLABLE
TPDOCUMENT,USERID,9,VARCHAR,10,0,NULLABLE
TPDOCUMENT,TRANSDATE,10,TIMESTAMP,8,0,NULLABLE
TRANSACTIONSTATUS,TRANSSTAT_ID,0,VARCHAR,36,0,NOT NULL
TRANSACTIONSTATUS,STATUSCODE,1,VARCHAR,20,0,NULLABLE
TRANSACTIONSTATUS,SORTORDER,2,SMALLINT,2,0,NULLABLE
TRANSACTIONSTATUS,APPROVED_BV,3,SMALLINT,2,0,NULLABLE
TRANSACTIONSTATUS,APPROVEDBY,4,VARCHAR,30,0,NULLABLE
TRANSACTIONSTATUS,APPROVEDDATE,5,TIMESTAMP,8,0,NULLABLE
TRANSACTIONSTATUS,REMARK,6,VARCHAR,100,0,NULLABLE
TRANSACTIONSTATUS,USERID,7,VARCHAR,10,0,NULLABLE
TRANSACTIONSTATUS,TRANSDATE,8,TIMESTAMP,8,0,NULLABLE
TRANSACTIONSTATUS,TRANSNUM,9,INTEGER,4,0,NULLABLE
TRANSACTIONSTATUS,RECEIVEDDATE,10,TIMESTAMP,8,0,NULLABLE
TRANSACTIONSTATUS,RECEIVEDBY,11,VARCHAR,50,0,NULLABLE
TRANSACTIONSTATUS,PROP_ID,12,VARCHAR,36,0,NULLABLE
TRANSACTIONSTATUS,LOCAL_TIN,13,CHAR,13,0,NULLABLE
TRANSACTIONSTATUS,CANCELLEDDATE,14,TIMESTAMP,8,0,NULLABLE
TRANSACTIONSTATUS,RPTTRANSCODE,15,VARCHAR,36,0,NULLABLE
TRANSACTIONSTATUS,PROV_BV,16,INTEGER,4,0,NOT NULL
TRANSACTIONSTATUS,TRANSNUM2,17,VARCHAR,36,0,NULLABLE
TRANSACTIONSTATUS,LOCATIONSRC,18,VARCHAR,10,0,NULLABLE
TRANSACTIONSTATUS,DISAPPROVEDBY,19,VARCHAR,30,0,NULLABLE
TRANSACTIONSTATUS,DATALASTEDITED,20,INTEGER,4,0,NULLABLE
TRANSACTIONSTATUS,DOC,21,INTEGER,4,0,NULLABLE
TRANSACTIONSTATUSDETAIL,TRANSSTATDETAIL_ID,0,VARCHAR,36,0,NOT NULL
TRANSACTIONSTATUSDETAIL,TRANSSTAT_ID,1,VARCHAR,36,0,NULLABLE
TRANSACTIONSTATUSDETAIL,TAXTRANS_ID,2,VARCHAR,36,0,NULLABLE
TRANSACTIONSTATUSDETAIL,RPTTRANSACTION_ID,3,VARCHAR,36,0,NULLABLE
TRANSACTIONSTATUSDETAIL,PROP_ID,4,VARCHAR,36,0,NULLABLE
TRANSACTIONSTATUSDETAIL,USERID,5,VARCHAR,10,0,NULLABLE
TRANSACTIONSTATUSDETAIL,TRANSDATE,6,TIMESTAMP,8,0,NULLABLE
TRANSACTIONSTATUSDETAIL,TRANSNUM,7,INTEGER,4,0,NULLABLE
TRANSACTIONSTATUSDETAIL,LOCAL_TIN,8,CHAR,13,0,NULLABLE
TRANSACTIONSTATUSDETAIL,RPTTRANSCODE_CT,9,VARCHAR,10,0,NULLABLE
TRANSACTIONSTATUSDETAIL,OLDRPTTRANSCODE_CT,10,VARCHAR,10,0,NULLABLE
TRANSACTIONSTATUSDETAIL,SORTORDER,11,INTEGER,4,0,NULLABLE
TRANSACTIONSTATUSDETAIL,PROV_BV,12,INTEGER,4,0,NOT NULL
TRANSACTIONSTATUSDETAIL,DATALASTEDITED,13,INTEGER,4,0,NULLABLE
TRANSACTIONSTATUSREMARK,TRANSSTATREMARK_ID,0,VARCHAR,36,0,NOT NULL
TRANSACTIONSTATUSREMARK,TRANSSTAT_ID,1,VARCHAR,36,0,NULLABLE
TRANSACTIONSTATUSREMARK,STATUSCODE,2,VARCHAR,20,0,NULLABLE
TRANSACTIONSTATUSREMARK,REMARK,3,VARCHAR,1000,0,NULLABLE
TRANSACTIONSTATUSREMARK,TRANSDATE,4,TIMESTAMP,8,0,NULLABLE
TRANSACTIONSTATUSREMARK,USERID,5,VARCHAR,10,0,NULLABLE
TRANSACTIONSTATUSREMARK,TRANSNUM,6,INTEGER,4,0,NULLABLE
TRANSACTIONSTATUSREMARK,PROV_BV,7,INTEGER,4,0,NOT NULL
TRANSACTIONSTATUSREMARK,CANCELLED_BV,8,INTEGER,4,0,NULLABLE
TRANSACTIONSTATUSREMARK,SORTORDER,9,INTEGER,4,0,NULLABLE
TRANSACTIONSTATUSREMARK,DATALASTEDITED,10,INTEGER,4,0,NULLABLE
TTKGISLAYERSQL,NAME,0,VARCHAR,64,0,NOT NULL
TTKGISLAYERSQL,XMIN,1,FLOAT,4,0,NULLABLE
TTKGISLAYERSQL,XMAX,2,FLOAT,4,0,NULLABLE
TTKGISLAYERSQL,YMIN,3,FLOAT,4,0,NULLABLE
TTKGISLAYERSQL,YMAX,4,FLOAT,4,0,NULLABLE
TTKGISLAYERSQL,SHAPETYPE,5,SMALLINT,2,0,NULLABLE
T_ACCOUNTCODE,CODE,0,CHAR,10,0,NOT NULL
T_ACCOUNTCODE,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_ACCOUNTCODE,USERID,2,VARCHAR,10,0,NULLABLE
T_ACCOUNTCODE,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_ACTUALUSE,CODE,0,VARCHAR,5,0,NOT NULL
T_ACTUALUSE,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_ACTUALUSE,CLASSCODE_CT,2,VARCHAR,5,0,NULLABLE
T_ACTUALUSE,MUNICIPAL_ID,3,INTEGER,4,0,NULLABLE
T_ACTUALUSE,USERID,4,VARCHAR,10,0,NULLABLE
T_ACTUALUSE,TRANSDATE,5,TIMESTAMP,8,0,NULLABLE
T_ADJUSTMENT,CODE,0,INTEGER,4,0,NOT NULL
T_ADJUSTMENT,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_ADJUSTMENT,USERID,2,VARCHAR,10,0,NULLABLE
T_ADJUSTMENT,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_ADJUSTMENT,ADJUSTMENTTYPE_CT,4,INTEGER,4,0,NULLABLE
T_ADJUSTMENTFACTOR,ADJUSTMENTFACTOR_ID,0,INTEGER,4,0,NOT NULL
T_ADJUSTMENTFACTOR,ADJUSTMENTTYPE_CT,1,INTEGER,4,0,NULLABLE
T_ADJUSTMENTFACTOR,CLASSCODE_CT,2,CHAR,5,0,NULLABLE
T_ADJUSTMENTFACTOR,ADJUSTMENT_CT,3,INTEGER,4,0,NULLABLE
T_ADJUSTMENTFACTOR,PERCENT_BV,4,SMALLINT,2,0,NULLABLE
T_ADJUSTMENTFACTOR,value,5,INTEGER,4,-2,NULLABLE
T_ADJUSTMENTFACTOR,DISTANCE_BV,6,SMALLINT,2,0,NULLABLE
T_ADJUSTMENTFACTOR,DISTANCEFROM,7,INTEGER,4,0,NULLABLE
T_ADJUSTMENTFACTOR,DISTANCETO,8,INTEGER,4,0,NULLABLE
T_ADJUSTMENTFACTOR,MUNICIPAL_ID,9,INTEGER,4,0,NULLABLE
T_ADJUSTMENTFACTOR,YEARSTART,10,INTEGER,4,0,NULLABLE
T_ADJUSTMENTFACTOR,USERID,11,VARCHAR,10,0,NULLABLE
T_ADJUSTMENTFACTOR,TRANSDATE,12,TIMESTAMP,8,0,NULLABLE
T_ADJUSTMENTTYPE,CODE,0,INTEGER,4,0,NOT NULL
T_ADJUSTMENTTYPE,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_ADJUSTMENTTYPE,USERID,2,VARCHAR,10,0,NULLABLE
T_ADJUSTMENTTYPE,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_ANNOTATION,CODE,0,INTEGER,4,0,NOT NULL
T_ANNOTATION,DESCRIPTION,1,VARCHAR,1000,0,NULLABLE
T_ASSESSMENTLEVEL,ASSESSMENTLEVEL_ID,0,INTEGER,4,0,NOT NULL
T_ASSESSMENTLEVEL,PROPERTYKIND_CT,1,CHAR,1,0,NULLABLE
T_ASSESSMENTLEVEL,MUNICIPAL_ID,2,INTEGER,4,0,NULLABLE
T_ASSESSMENTLEVEL,HASRANGE_BV,3,INTEGER,4,0,NULLABLE
T_ASSESSMENTLEVEL,VALUEFROM,4,BIGINT/NUMERIC,8,-2,NULLABLE
T_ASSESSMENTLEVEL,VALUETO,5,BIGINT/NUMERIC,8,-2,NULLABLE
T_ASSESSMENTLEVEL,USERID,7,VARCHAR,10,0,NULLABLE
T_ASSESSMENTLEVEL,TRANSDATE,8,TIMESTAMP,8,0,NULLABLE
T_ASSESSMENTLEVEL,ACTUALUSE_CT,9,VARCHAR,5,0,NULLABLE
T_ASSESSMENTLEVEL,YEARSTART,10,INTEGER,4,0,NULLABLE
T_ASSESSMENTLEVEL,ASSESSMENTLEVEL,12,BIGINT/NUMERIC,8,-6,NULLABLE
T_ASSESSMENTLEVEL,EXCESSOFF,13,INTEGER,4,0,NULLABLE
T_BANK,CODE,0,VARCHAR,25,0,NOT NULL
T_BANK,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_BANK,USERID,2,VARCHAR,10,0,NULLABLE
T_BANK,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_BANK,BRANCH,4,VARCHAR,100,0,NOT NULL
T_BANK,BIC,5,VARCHAR,11,0,NULLABLE
T_BARANGAY,CODE,0,VARCHAR,3,0,NOT NULL
T_BARANGAY,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_BARANGAY,MUNICIPAL_ID,2,INTEGER,4,0,NOT NULL
T_BARANGAY,PROVINCE_CT,3,VARCHAR,3,0,NOT NULL
T_BARANGAY,USERID,4,VARCHAR,10,0,NULLABLE
T_BARANGAY,TRANSDATE,5,TIMESTAMP,8,0,NULLABLE
T_BARANGAY,DISTRICTCODE,6,CHAR,3,0,NULLABLE
T_BARANGAY,WSECTOR_CT,7,CHAR,3,0,NULLABLE
T_BARANGAY,WCLASSCODE_CT,8,CHAR,3,0,NULLABLE
T_BLDGCLASS,CODE,0,INTEGER,4,0,NOT NULL
T_BLDGCLASS,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_BLDGCLASS,USERID,2,VARCHAR,10,0,NULLABLE
T_BLDGCLASS,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_BLDGCLASS,YEARSTART,4,INTEGER,4,0,NOT NULL
T_BLDGCLASS,PREVGR_CODE,5,VARCHAR,50,0,NULLABLE
T_BLDGCOMPONENT,CODE,0,INTEGER,4,0,NOT NULL
T_BLDGCOMPONENT,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_BLDGCOMPONENT,SORTORDER,2,INTEGER,4,0,NULLABLE
T_BLDGCOMPONENT,USERID,3,VARCHAR,10,0,NULLABLE
T_BLDGCOMPONENT,TRANSDATE,4,TIMESTAMP,8,0,NULLABLE
T_BLDGEXTRAITEM,CODE,0,INTEGER,4,0,NOT NULL
T_BLDGEXTRAITEM,BLDGCOMPONENT_CT,1,INTEGER,4,0,NULLABLE
T_BLDGEXTRAITEM,DESCRIPTION,2,VARCHAR,50,0,NULLABLE
T_BLDGEXTRAITEM,USERID,3,VARCHAR,10,0,NULLABLE
T_BLDGEXTRAITEM,TRANSDATE,4,TIMESTAMP,8,0,NULLABLE
T_BLDGKIND,CODE,0,INTEGER,4,0,NOT NULL
T_BLDGKIND,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_BLDGKIND,USERID,2,VARCHAR,10,0,NULLABLE
T_BLDGKIND,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_BLDGKIND,YEARSTART,4,INTEGER,4,0,NULLABLE
T_BLDGMATERIAL,CODE,0,INTEGER,4,0,NOT NULL
T_BLDGMATERIAL,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_BLDGMATERIAL,USERID,2,VARCHAR,10,0,NULLABLE
T_BLDGMATERIAL,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_BLDGMATERIALCHECKLIST,CODE,0,INTEGER,4,0,NOT NULL
T_BLDGMATERIALCHECKLIST,BLDGCOMPONENT_CT,1,INTEGER,4,0,NULLABLE
T_BLDGMATERIALCHECKLIST,BLDGMATERIAL_CT,2,INTEGER,4,0,NULLABLE
T_BLDGMATERIALCHECKLIST,FLOOR_ID,3,SMALLINT,2,0,NULLABLE
T_BLDGMATERIALCHECKLIST,USERID,4,CHAR,10,0,NULLABLE
T_BLDGMATERIALCHECKLIST,TRANSDATE,5,TIMESTAMP,8,0,NULLABLE
T_BLDGMATERIALCHECKLIST,SORTORDER,6,SMALLINT,2,0,NULLABLE
T_BLDGSTRUCTURETYPE,CODE,0,INTEGER,4,0,NOT NULL
T_BLDGSTRUCTURETYPE,DESCRIPTION,1,VARCHAR,10,0,NULLABLE
T_BLDGSTRUCTURETYPE,LONGDESCRIPTION,2,VARCHAR,100,0,NULLABLE
T_BLDGSTRUCTURETYPE,USERID,3,VARCHAR,10,0,NULLABLE
T_BLDGSTRUCTURETYPE,TRANSDATE,4,TIMESTAMP,8,0,NULLABLE
T_BLDGSTRUCTURETYPE,YEARSTART,5,INTEGER,4,0,NOT NULL
T_BLDGSTRUCTURETYPE,PREVGR_CODE,6,VARCHAR,50,0,NULLABLE
T_BLDG_GRCODE,BLDGGRC_ID,0,INTEGER,4,0,NOT NULL
T_BLDG_GRCODE,PREV_CLASSID,1,INTEGER,4,0,NOT NULL
T_BLDG_GRCODE,PREV_STRUCID,2,INTEGER,4,0,NOT NULL
T_BLDG_GRCODE,CUR_CLASSID,3,INTEGER,4,0,NOT NULL
T_BLDG_GRCODE,CUR_STRUCID,4,INTEGER,4,0,NOT NULL
T_BLDG_GRCODE,PREV_GRYEAR,5,INTEGER,4,0,NULLABLE
T_BLDG_GRCODE,GRYEAR,6,INTEGER,4,0,NULLABLE
T_BLDG_GRCODE,TRANSDATE,7,TIMESTAMP,8,0,NULLABLE
T_BLDG_GRCODE,USERID,8,VARCHAR,10,0,NULLABLE
T_BLDG_GRCODE_TYPE,BGRTYPE_ID,0,INTEGER,4,0,NOT NULL
T_BLDG_GRCODE_TYPE,PREV_TYPEID,1,INTEGER,4,0,NOT NULL
T_BLDG_GRCODE_TYPE,CUR_TYPEID,2,INTEGER,4,0,NOT NULL
T_BLDG_GRCODE_TYPE,PREV_GRYEAR,3,INTEGER,4,0,NULLABLE
T_BLDG_GRCODE_TYPE,GRYEAR,4,INTEGER,4,0,NULLABLE
T_BLDG_GRCODE_TYPE,TRANSDATE,5,TIMESTAMP,8,0,NULLABLE
T_BLDG_GRCODE_TYPE,USERID,6,VARCHAR,10,0,NULLABLE
T_BPADDONCHARGES,CODE,0,INTEGER,4,0,NOT NULL
T_BPADDONCHARGES,DESCRIPTION,1,VARCHAR,300,0,NULLABLE
T_BPADDONCHARGES,USERID,2,VARCHAR,10,0,NULLABLE
T_BPADDONCHARGES,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_BPADDONCHARGES,APPLYTOEACH_BV,4,SMALLINT,2,0,NULLABLE
T_BPADDONCHARGES,ENCODE_BV,5,SMALLINT,2,0,NULLABLE
T_BPADDONCHARGES,OPTIONAL_BV,6,SMALLINT,2,0,NULLABLE
T_BPADDONCHARGES,ITAXTYPE_CT,7,CHAR,3,0,NULLABLE
T_BPADDONCHARGES,MONTHLY_BV,8,SMALLINT,2,0,NULLABLE
T_BPADDONCHARGES,DROPDOWNRATE_BV,9,SMALLINT,2,0,NULLABLE
T_BPADDONCHARGES,APPLYTAXDUE_CT,10,VARCHAR,15,0,NULLABLE
T_BPADDONCHARGES,BASEONGROSS_BV,11,SMALLINT,2,0,NULLABLE
T_BPADDONCHARGES,PERUNIT_BV,12,SMALLINT,2,0,NULLABLE
T_BPADDONCHARGES,APPLYSURCHARGE_BV,14,INTEGER,4,0,NULLABLE
T_BPADDONCHARGES,APPLYINT_BV,15,INTEGER,4,0,NULLABLE
T_BPADDONCHARGES,BPCATEGORY_CT,16,INTEGER,4,0,NULLABLE
T_BPCATEGORY,CODE,0,INTEGER,4,0,NOT NULL
T_BPCATEGORY,DESCRIPTION,1,VARCHAR,300,0,NULLABLE
T_BPCATEGORY,FIXEDTAX_BV,2,SMALLINT,2,0,NULLABLE
T_BPCATEGORY,ORDINANCEREFNUM,3,VARCHAR,15,0,NULLABLE
T_BPCATEGORY,USERID,4,VARCHAR,10,0,NULLABLE
T_BPCATEGORY,TRANSDATE,5,TIMESTAMP,8,0,NULLABLE
T_BPCATEGORY,BPCATGROUP_CT,6,INTEGER,4,0,NULLABLE
T_BPCATEGORY,MUNICIPAL_ID,7,INTEGER,4,0,NULLABLE
T_BPCATEGORY,BPCODE,8,VARCHAR,20,0,NULLABLE
T_BPCATEGORY,LOB_BV,9,INTEGER,4,0,NULLABLE
T_BPCATEGORY,EXEMPT_BV,10,SMALLINT,2,0,NULLABLE
T_BPCATEGORY,EXEMPTTYPE,11,VARCHAR,15,0,NULLABLE
T_BPCATEGORY,PSICGROUPNUM,12,VARCHAR,10,0,NULLABLE
T_BPCATEGORY,PSICCLASSNUM,13,VARCHAR,10,0,NULLABLE
T_BPCATEGORY,PSIC1994NUM,14,VARCHAR,10,0,NULLABLE
T_BPCATEGORY,ISIC31NUM,15,VARCHAR,10,0,NULLABLE
T_BPCATEGORY,BPADDONCHARGES_CT,16,INTEGER,4,0,NULLABLE
T_BPCATEGORY,MPBASEONGROSS_BV,17,SMALLINT,2,0,NULLABLE
T_BPCATEGORY,VISIBLE,18,INTEGER,4,0,NULLABLE
T_BPCATEGORYGROUP,CODE,0,INTEGER,4,0,NOT NULL
T_BPCATEGORYGROUP,ORDINANCEREFNUM,1,CHAR,15,0,NULLABLE
T_BPCATEGORYGROUP,DESCRIPTION,2,VARCHAR,300,0,NULLABLE
T_BPCATEGORYGROUP,MUNICIPAL_ID,3,INTEGER,4,0,NULLABLE
T_BPCATEGORYGROUP,LONGDESCRIPTION,4,VARCHAR,300,0,NULLABLE
T_BPCATEGORYGROUP,VALIDUNTIL,5,TIMESTAMP,8,0,NULLABLE
T_BPCATEGORYGROUP,USERID,6,VARCHAR,10,0,NULLABLE
T_BPCATEGORYGROUP,TRANSDATE,7,TIMESTAMP,8,0,NULLABLE
T_BPCATEGORYGROUP,FIXEDTAX_BV,8,SMALLINT,2,0,NULLABLE
T_BPCATEGORYGROUP,ITAXTYPE_CT,9,CHAR,3,0,NULLABLE
T_BPCATEGORYGROUP,PERUNIT_BV,10,SMALLINT,2,0,NULLABLE
T_BPCLEARANCE,CODE,0,INTEGER,4,0,NOT NULL
T_BPCLEARANCE,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_BPCLEARANCE,EXTERNAL_BV,2,SMALLINT,2,0,NULLABLE
T_BPCLEARANCE,SIGNATORYTAG,3,VARCHAR,50,0,NULLABLE
T_BPCLEARANCE,MUNICIPAL_ID,4,INTEGER,4,0,NULLABLE
T_BPCLEARANCE,USERID,5,VARCHAR,10,0,NULLABLE
T_BPCLEARANCE,TRANSDATE,6,TIMESTAMP,8,0,NULLABLE
T_BPCLEARANCE,OFFICE,7,VARCHAR,25,0,NULLABLE
T_BPRATES,CODE,0,INTEGER,4,0,NOT NULL
T_BPRATES,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_BPRATES,MUNICIPAL_ID,2,INTEGER,4,0,NULLABLE
T_BPRATES,BPCATGROUP_CT,3,INTEGER,4,0,NULLABLE
T_BPRATES,BPCATEGORY_CT,4,INTEGER,4,0,NULLABLE
T_BPRATES,BPADDONCHARGES_CT,5,INTEGER,4,0,NULLABLE
T_BPRATES,PERCENT_BV,6,SMALLINT,2,0,NULLABLE
T_BPRATES,HASRANGE_BV,7,SMALLINT,2,0,NULLABLE
T_BPRATES,VALUEFROM,8,BIGINT/NUMERIC,8,-2,NULLABLE
T_BPRATES,VALUETO,9,BIGINT/NUMERIC,8,-2,NULLABLE
T_BPRATES,TAXAMOUNT,10,BIGINT/NUMERIC,8,-6,NULLABLE
T_BPRATES,TAXDEDUCTION,11,BIGINT/NUMERIC,8,-6,NULLABLE
T_BPRATES,ADDTAXPERCENT_BV,12,SMALLINT,2,0,NULLABLE
T_BPRATES,ADDTAXEVERY,13,BIGINT/NUMERIC,8,-6,NULLABLE
T_BPRATES,ADDTAX,14,BIGINT/NUMERIC,8,-6,NULLABLE
T_BPRATES,NEWBUSINESSPERCENT_BV,15,SMALLINT,2,0,NULLABLE
T_BPRATES,NEWBUSINESSRATE,16,BIGINT/NUMERIC,8,-6,NULLABLE
T_BPRATES,USERID,17,VARCHAR,10,0,NULLABLE
T_BPRATES,TRANSDATE,18,TIMESTAMP,8,0,NULLABLE
T_BPRATES,MINTAXAMOUNT,19,BIGINT/NUMERIC,8,-6,NULLABLE
T_BPRATES,YEARSTART,20,INTEGER,4,0,NULLABLE
T_BPRATES,MINNEWBPTAX,21,BIGINT/NUMERIC,8,-6,NULLABLE
T_BPRATES,MAXTAXAMOUNT,22,BIGINT/NUMERIC,8,-6,NULLABLE
T_BPRATES,MAXNEWBPTAX,23,BIGINT/NUMERIC,8,-6,NULLABLE
T_BPRATES,PERMITPERCENT_BV,24,SMALLINT,2,0,NULLABLE
T_BPRATES,PERMITFEE,25,BIGINT/NUMERIC,8,-6,NULLABLE
T_BPRATES,PERMITFEEMIN,26,BIGINT/NUMERIC,8,-6,NULLABLE
T_BPRATES,PERMITFEEMAX,27,BIGINT/NUMERIC,8,-6,NULLABLE
T_BPRATES,NEWBPRANGE_BV,28,SMALLINT,2,0,NULLABLE
T_BPSTATUS,CODE,0,INTEGER,4,0,NOT NULL
T_BPSTATUS,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_BPSTATUS,TRANSDATE,2,TIMESTAMP,8,0,NULLABLE
T_BPSTATUS,USERID,3,VARCHAR,10,0,NULLABLE
T_BUILDINGNAMES,CODE,0,INTEGER,4,0,NOT NULL
T_BUILDINGNAMES,DESCRIPTION,1,VARCHAR,300,0,NULLABLE
T_BUILDINGNAMES,USERID,2,VARCHAR,10,0,NULLABLE
T_BUILDINGNAMES,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_BUILDINGNAMES,BARANGAY_CT,4,VARCHAR,3,0,NULLABLE
T_BUILDINGNAMES,MUNICIPAL_ID,5,INTEGER,4,0,NULLABLE
T_BUILDINGNAMES,PROVINCE_CT,6,VARCHAR,3,0,NULLABLE
T_CASETYPE,CODE,0,CHAR,3,0,NOT NULL
T_CASETYPE,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_CASETYPE,TRANSDATE,2,TIMESTAMP,8,0,NULLABLE
T_CASETYPE,USERID,3,VARCHAR,10,0,NULLABLE
T_CLASSIFICATION,CODE,0,VARCHAR,5,0,NOT NULL
T_CLASSIFICATION,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_CLASSIFICATION,MUNICIPAL_ID,2,INTEGER,4,0,NULLABLE
T_CLASSIFICATION,USERID,3,VARCHAR,10,0,NULLABLE
T_CLASSIFICATION,TRANSDATE,4,TIMESTAMP,8,0,NULLABLE
T_CLASSIFICATION,SORTORDER,5,SMALLINT,2,0,NULLABLE
T_CLASSLEVEL,CODE,0,INTEGER,4,0,NOT NULL
T_CLASSLEVEL,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_CLASSLEVEL,USERID,2,VARCHAR,10,0,NULLABLE
T_CLASSLEVEL,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_COMMENTTEMPLATE,ID,0,INTEGER,4,0,NOT NULL
T_COMMENTTEMPLATE,TEMPLATE,1,VARCHAR,150,0,NULLABLE
T_COMMENTTEMPLATE,USEDBY,2,VARCHAR,10,0,NULLABLE
T_COMMENTTEMPLATE,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_COMMENTTEMPLATE,USERID,4,VARCHAR,10,0,NULLABLE
T_COUNTRY,CODE,0,CHAR,3,0,NOT NULL
T_COUNTRY,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_COUNTRY,TRANSDATE,2,TIMESTAMP,8,0,NULLABLE
T_COUNTRY,USERID,3,VARCHAR,10,0,NULLABLE
T_CTCRATE,CODE,0,INTEGER,4,0,NOT NULL
T_CTCRATE,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_CTCRATE,CTCRATE,2,INTEGER,4,-4,NOT NULL
T_CTCRATE,BASICTAXDUE,3,BIGINT/NUMERIC,8,-1,NOT NULL
T_CTCRATE,CTCINTEREST,4,INTEGER,4,-3,NOT NULL
T_CTCRATE,VALIDFROM,5,TIMESTAMP,8,0,NULLABLE
T_CTCRATE,TRANSDATE,6,TIMESTAMP,8,0,NULLABLE
T_CTCRATE,USERID,7,VARCHAR,10,0,NULLABLE
T_CTCRATE,MAXTOTAL,8,INTEGER,4,0,NOT NULL
T_CTCRATE,CTCTYPE_CT,9,VARCHAR,5,0,NULLABLE
T_DENOMINATION,DENOMINATION,0,BIGINT/NUMERIC,8,-2,NOT NULL
T_DENOMINATION,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_DENOMINATION,VALID_BV,2,SMALLINT,2,0,NULLABLE
T_DENOMINATION,USERID,3,VARCHAR,10,0,NULLABLE
T_DENOMINATION,TRANSDATE,4,TIMESTAMP,8,0,NULLABLE
T_DISCOUNT,DISCOUNT_ID,0,INTEGER,4,0,NOT NULL
T_DISCOUNT,YEARFROM,1,INTEGER,4,0,NULLABLE
T_DISCOUNT,YEARTO,2,INTEGER,4,0,NULLABLE
T_DISCOUNT,INTERESTRATE,3,INTEGER,4,-2,NULLABLE
T_DISCOUNT,USERID,4,VARCHAR,10,0,NULLABLE
T_DISCOUNT,TRANSDATE,5,TIMESTAMP,8,0,NULLABLE
T_DISCOUNT,DISCOUNTMONTH,6,INTEGER,4,0,NULLABLE
T_DISCOUNT,ENDDATE,7,DATE,4,0,NULLABLE
T_DISCOUNT,STARTDATE,8,DATE,4,0,NULLABLE
T_EARMARK,CODE,0,CHAR,3,0,NOT NULL
T_EARMARK,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_EARMARK,LONGDESCRIPTION,2,VARCHAR,100,0,NULLABLE
