relation_name,field_name,field_position,field_type,field_length,field_scale,nullable
T_EARMARK,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_EARMARK,USERID,4,VARCHAR,10,0,NULLABLE
T_EECLEARANCE,CODE,0,VARCHAR,5,0,NOT NULL
T_EECLEARANCE,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_EECLEARANCE,SIGNATORYTAG,2,VARCHAR,50,0,NULLABLE
T_EECLEARANCE,MUNICIPAL_ID,3,INTEGER,4,0,NULLABLE
T_EECLEARANCE,TRANSDATE,4,TIMESTAMP,8,0,NULLABLE
T_EECLEARANCE,USERID,5,VARCHAR,10,0,NULLABLE
T_EECLEARANCE,SORTORDER,6,INTEGER,4,0,NULLABLE
T_EELIVESTOCK,CODE,0,VARCHAR,5,0,NOT NULL
T_EELIVESTOCK,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_EELIVESTOCK,USERID,2,VARCHAR,10,0,NULLABLE
T_EELIVESTOCK,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_EELIVESTOCK,LVGROUP,4,VARCHAR,20,0,NULLABLE
T_EELOCATION,CODE,0,VARCHAR,5,0,NOT NULL
T_EELOCATION,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_EELOCATION,TRANSDATE,2,TIMESTAMP,8,0,NULLABLE
T_EELOCATION,USERID,3,VARCHAR,10,0,NULLABLE
T_EERATE,EERATE_ID,0,INTEGER,4,0,NOT NULL
T_EERATE,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_EERATE,AREA,2,VARCHAR,20,0,NULLABLE
T_EERATE,RATE,3,BIGINT/NUMERIC,8,-4,NULLABLE
T_EERATE,STALLNO,4,VARCHAR,10,0,NULLABLE
T_EERATE,EELOCATION_CT,5,VARCHAR,5,0,NULLABLE
T_EERATE,EESECTION_CT,6,VARCHAR,5,0,NULLABLE
T_EERATE,MUNICIPAL_ID,7,INTEGER,4,0,NULLABLE
T_EERATE,ITAXTYPE_CT,8,CHAR,3,0,NULLABLE
T_EERATE,YEARSTART,9,INTEGER,4,0,NULLABLE
T_EERATE,TAXPERIOD_CT,10,CHAR,2,0,NULLABLE
T_EERATE,RENTAL_BV,11,INTEGER,4,0,NULLABLE
T_EERATE,TRANSDATE,12,TIMESTAMP,8,0,NULLABLE
T_EERATE,USERID,13,VARCHAR,10,0,NULLABLE
T_EERATE,RATETYPE_CT,14,VARCHAR,10,0,NULLABLE
T_EERATE,TYPEOFFEE_CT,15,VARCHAR,5,0,NULLABLE
T_EERATE,LIVESTOCK_CT,16,VARCHAR,5,0,NULLABLE
T_EERATE,CARCASSWEIGHT,17,INTEGER,4,0,NULLABLE
T_EERATE,PAYPERIOD_CT,18,CHAR,5,0,NULLABLE
T_EERATE,YEAREND,19,INTEGER,4,0,NULLABLE
T_EERATE,GROSS_BV,20,INTEGER,4,0,NULLABLE
T_EESECTION,CODE,0,VARCHAR,5,0,NOT NULL
T_EESECTION,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_EESECTION,TRANSDATE,2,TIMESTAMP,8,0,NULLABLE
T_EESECTION,USERID,3,VARCHAR,10,0,NULLABLE
T_EETYPEOFFEE,CODE,0,VARCHAR,5,0,NOT NULL
T_EETYPEOFFEE,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_EETYPEOFFEE,TRANSDATE,2,TIMESTAMP,8,0,NULLABLE
T_EETYPEOFFEE,USERID,3,VARCHAR,10,0,NULLABLE
T_EETYPEOFFEE,APPLYTOALL_BV,4,INTEGER,4,0,NULLABLE
T_EETYPEOFFEE,PERSTALL_BV,5,INTEGER,4,0,NULLABLE
T_EETYPEOFFEE,PERSECTION_BV,6,INTEGER,4,0,NULLABLE
T_EETYPEOFFEE,MANUAL_BV,7,INTEGER,4,0,NULLABLE
T_EETYPEOFFEE,ITAXTYPE_CT,8,CHAR,3,0,NULLABLE
T_ENFORCEMENTSTATUS,CODE,0,CHAR,3,0,NOT NULL
T_ENFORCEMENTSTATUS,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_ENFORCEMENTSTATUS,TRANSDATE,2,TIMESTAMP,8,0,NULLABLE
T_ENFORCEMENTSTATUS,USERID,3,VARCHAR,10,0,NULLABLE
T_ENFORCEMENTTYPE,CODE,0,CHAR,3,0,NOT NULL
T_ENFORCEMENTTYPE,DESCRIPTION,1,VARCHAR,150,0,NULLABLE
T_ENFORCEMENTTYPE,TRANSDATE,2,TIMESTAMP,8,0,NULLABLE
T_ENFORCEMENTTYPE,USERID,3,VARCHAR,10,0,NULLABLE
T_ESRECLASSIFICATION,CODE,0,VARCHAR,5,0,NOT NULL
T_ESRECLASSIFICATION,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_ESRECLASSIFICATION,CLASSCODELIST_CT,2,VARCHAR,50,0,NULLABLE
T_ESRECLASSIFICATION,SORTORDER,3,SMALLINT,2,0,NULLABLE
T_ESRECLASSIFICATION,TAXABILITY_BV,4,SMALLINT,2,0,NULLABLE
T_ESRECLASSIFICATION,USERID,5,VARCHAR,10,0,NULLABLE
T_ESRECLASSIFICATION,TRANSDATE,6,TIMESTAMP,8,0,NULLABLE
T_ESRECLASSIFICATION,OWNERTYPELIST_CT,7,VARCHAR,100,0,NULLABLE
T_ESRECLASSIFICATION,ACTUALUSELIST_CT,8,VARCHAR,500,0,NULLABLE
T_ESRECLASSIFICATION,CUSTOMGROUP,9,VARCHAR,50,0,NULLABLE
T_ESRECLASSIFICATION,LIFT,10,SMALLINT,2,0,NOT NULL
T_EVENTOBJECT,CODE,0,CHAR,3,0,NOT NULL
T_EVENTOBJECT,DESCRIPTION,1,VARCHAR,25,0,NULLABLE
T_EVENTOBJECT,LONGDESCRIPTION,2,VARCHAR,100,0,NULLABLE
T_EVENTOBJECT,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_EVENTOBJECT,USERID,4,VARCHAR,10,0,NULLABLE
T_EXCHANGERATE,AVGRATE,0,BIGINT/NUMERIC,8,-4,NOT NULL
T_EXCHANGERATE,USERID,1,VARCHAR,10,0,NULLABLE
T_EXCHANGERATE,TRANSDATE,2,TIMESTAMP,8,0,NULLABLE
T_EXCHANGERATE,ERYEAR,3,INTEGER,4,0,NOT NULL
T_FAMILY,CODE,0,INTEGER,4,0,NOT NULL
T_FAMILY,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_FAMILY,TRANSDATE,2,TIMESTAMP,8,0,NULLABLE
T_FAMILY,USERID,3,VARCHAR,10,0,NULLABLE
T_FUNDTYPE,CODE,0,VARCHAR,3,0,NOT NULL
T_FUNDTYPE,DESCRIPTION,1,VARCHAR,40,0,NULLABLE
T_FUNDTYPE,TRANSDATE,2,DATE,4,0,NULLABLE
T_FUNDTYPE,USERID,3,VARCHAR,20,0,NULLABLE
T_ITAXTYPE,CODE,0,CHAR,3,0,NOT NULL
T_ITAXTYPE,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_ITAXTYPE,TRANSDATE,2,TIMESTAMP,8,0,NULLABLE
T_ITAXTYPE,USERID,3,VARCHAR,10,0,NULLABLE
T_ITAXTYPE,IGROUP,4,CHAR,3,0,NULLABLE
T_ITAXTYPE,SUBGROUP,5,CHAR,3,0,NULLABLE
T_ITAXTYPE,MAINGROUP,6,CHAR,3,0,NULLABLE
T_ITAXTYPE,ACCOUNTCODE_CT,7,CHAR,10,0,NULLABLE
T_ITAXTYPE,OTHERRECEIPTSHOW_BV,8,SMALLINT,2,0,NULLABLE
T_ITAXTYPE,FUNDTYPE_CT,9,VARCHAR,3,0,NULLABLE
T_ITAXTYPE,BLGF_CODE,12,VARCHAR,10,0,NULLABLE
T_ITAXTYPE,PARENTCODE,13,CHAR,3,0,NULLABLE
T_ITAXTYPE,TREELEVEL,14,INTEGER,4,0,NULLABLE
T_ITAXTYPE,COA_CODE,15,VARCHAR,10,0,NULLABLE
T_ITAXTYPEGROUP,CODE,0,CHAR,3,0,NOT NULL
T_ITAXTYPEGROUP,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_ITAXTYPEGROUP,USERID,2,VARCHAR,10,0,NULLABLE
T_ITAXTYPEGROUP,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_ITAXTYPEGROUP,COA_GLCODE,4,VARCHAR,10,0,NULLABLE
T_ITAXTYPEGROUP,COA_SLCODE,5,VARCHAR,10,0,NULLABLE
T_ITAXTYPEGROUP,FUNDTYPE_CT,6,VARCHAR,5,0,NULLABLE
T_ITAXTYPEGROUP,GROUP_ORDER,7,INTEGER,4,0,NULLABLE
T_ITAXTYPESUBGROUP,CODE,0,CHAR,3,0,NOT NULL
T_ITAXTYPESUBGROUP,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_ITAXTYPESUBGROUP,USERID,2,VARCHAR,10,0,NULLABLE
T_ITAXTYPESUBGROUP,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_ITAXTYPESUBGROUP,COA_GLCODE,4,VARCHAR,10,0,NULLABLE
T_ITAXTYPESUBGROUP,COA_SLCODE,5,VARCHAR,10,0,NULLABLE
T_ITAXTYPESUBGROUP,FUNDTYPE_CT,6,VARCHAR,5,0,NULLABLE
T_ITAXTYPESUBGROUP,MAINGROUP,7,VARCHAR,3,0,NULLABLE
T_ITAXTYPE_DETAIL,CODE,0,CHAR,3,0,NOT NULL
T_ITAXTYPE_DETAIL,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_ITAXTYPE_DETAIL,MAINGROUP,2,CHAR,3,0,NULLABLE
T_ITAXTYPE_DETAIL,SUBGROUP,3,CHAR,3,0,NULLABLE
T_ITAXTYPE_DETAIL,ITAXTYPE_CT,4,CHAR,3,0,NULLABLE
T_ITAXTYPE_DETAIL,IGROUP,5,VARCHAR,3,0,NULLABLE
T_ITAXTYPE_DETAIL,TRANSDATE,6,TIMESTAMP,8,0,NULLABLE
T_ITAXTYPE_DETAIL,USERID,7,VARCHAR,10,0,NULLABLE
T_ITAXTYPE_DETAIL,COA_GLCODE,8,VARCHAR,10,0,NULLABLE
T_ITAXTYPE_DETAIL,COA_SLCODE,9,VARCHAR,10,0,NULLABLE
T_ITAXTYPE_DETAIL,FUNDTYPE_CT,10,VARCHAR,5,0,NULLABLE
T_ITAXTYPE_TEMP,CODE,0,CHAR,3,0,NOT NULL
T_ITAXTYPE_TEMP,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_ITAXTYPE_TEMP,TRANSDATE,2,TIMESTAMP,8,0,NULLABLE
T_ITAXTYPE_TEMP,USERID,3,VARCHAR,10,0,NULLABLE
T_ITAXTYPE_TEMP,IGROUP,4,CHAR,3,0,NULLABLE
T_ITAXTYPE_TEMP,SUBGROUP,5,CHAR,3,0,NULLABLE
T_ITAXTYPE_TEMP,MAINGROUP,6,CHAR,3,0,NULLABLE
T_ITAXTYPE_TEMP,ACCOUNTCODE_CT,7,CHAR,10,0,NULLABLE
T_ITAXTYPE_TEMP,OTHERRECEIPTSHOW_BV,8,SMALLINT,2,0,NULLABLE
T_ITAXTYPE_TEMP,FUNDTYPE_CT,9,VARCHAR,3,0,NULLABLE
T_ITAXTYPE_TEMP,COA_CODE,10,VARCHAR,10,0,NULLABLE
T_ITAXTYPE_TEMP,BLGF_CODE,11,VARCHAR,10,0,NULLABLE
T_ITAXTYPE_TEMP,PARENTCODE,12,CHAR,3,0,NULLABLE
T_ITAXTYPE_TEMP,TREELEVEL,13,INTEGER,4,0,NULLABLE
T_MACHINECONDITION,CODE,0,CHAR,1,0,NOT NULL
T_MACHINECONDITION,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_MACHINECONDITION,USERID,2,VARCHAR,10,0,NULLABLE
T_MACHINECONDITION,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_MACHINECONDITION,DEPMINVAL,4,BIGINT/NUMERIC,8,-4,NULLABLE
T_MACHINECONDITION,DEPMAXVAL,5,BIGINT/NUMERIC,8,-4,NULLABLE
T_MACHINECONDITION,YEARLY_BV,6,SMALLINT,2,0,NULLABLE
T_MACHINEGROUP,CODE,0,INTEGER,4,0,NOT NULL
T_MACHINEGROUP,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_MACHINEGROUP,USERID,2,VARCHAR,10,0,NULLABLE
T_MACHINEGROUP,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_MACHINETYPE,CODE,0,INTEGER,4,0,NOT NULL
T_MACHINETYPE,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_MACHINETYPE,MACHGROUP_CT,2,INTEGER,4,0,NULLABLE
T_MACHINETYPE,ECOLIFE,3,INTEGER,4,0,NULLABLE
T_MACHINETYPE,OVERHAULECOLIFE,4,INTEGER,4,0,NULLABLE
T_MACHINETYPE,USERID,5,VARCHAR,10,0,NULLABLE
T_MACHINETYPE,TRANSDATE,6,TIMESTAMP,8,0,NULLABLE
T_MAPTYPE,CODE,0,CHAR,3,0,NOT NULL
T_MAPTYPE,MAINTYPE,1,VARCHAR,100,0,NULLABLE
T_MAPTYPE,SUBTYPE,2,VARCHAR,100,0,NULLABLE
T_MAPTYPE,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_MAPTYPE,USERID,4,VARCHAR,10,0,NULLABLE
T_MCHCITATION,MCHCITATION_ID,0,VARCHAR,36,0,NOT NULL
T_MCHCITATION,TITLE,1,VARCHAR,500,0,NOT NULL
T_MCHCITATION,DESCRIPTION,2,VARCHAR,1000,0,NULLABLE
T_MCHCITATION,STARTYEAR,3,INTEGER,4,0,NULLABLE
T_MCHCITATION,ENDYEAR,4,INTEGER,4,0,NULLABLE
T_MCHCITATION,AMOUNT,5,BIGINT/NUMERIC,8,-2,NULLABLE
T_MCHCITATION,USERID,6,VARCHAR,10,0,NULLABLE
T_MCHCITATION,TRANSDATE,7,TIMESTAMP,8,0,NULLABLE
T_MCHFRANCHISESCHEDULE,CODE,0,INTEGER,4,0,NOT NULL
T_MCHFRANCHISESCHEDULE,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_MCHFRANCHISESCHEDULE,RENEWALMONTH,2,INTEGER,4,0,NULLABLE
T_MCHFRANCHISESCHEDULE,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_MCHFRANCHISESCHEDULE,USERID,4,VARCHAR,10,0,NULLABLE
T_MCHRATE,MCHRATE_ID,0,INTEGER,4,0,NOT NULL
T_MCHRATE,REQUIREMENT_ID,1,INTEGER,4,0,NULLABLE
T_MCHRATE,ITAXTYPE_CT,2,VARCHAR,3,0,NULLABLE
T_MCHRATE,AMOUNT,3,BIGINT/NUMERIC,8,-2,NULLABLE
T_MCHRATE,STARTYEAR,4,INTEGER,4,0,NULLABLE
T_MCHRATE,MCHTYPE_CT,5,INTEGER,4,0,NULLABLE
T_MCHRATE,USERID,6,VARCHAR,10,0,NULLABLE
T_MCHRATE,TRANSDATE,7,TIMESTAMP,8,0,NULLABLE
T_MCHRATE,MUNICIPAL_ID,8,SMALLINT,2,0,NULLABLE
T_MCHRATE,ENDYEAR,9,INTEGER,4,0,NULLABLE
T_MCHREQUIREMENT,TMCHREQ_ID,0,INTEGER,4,0,NOT NULL
T_MCHREQUIREMENT,REQUIREMENT_ID,1,INTEGER,4,0,NULLABLE
T_MCHREQUIREMENT,MCHTYPE_CT,2,INTEGER,4,0,NULLABLE
T_MCHREQUIREMENT,USERID,3,VARCHAR,10,0,NULLABLE
T_MCHREQUIREMENT,TRANSDATE,4,TIMESTAMP,8,0,NULLABLE
T_MCHTYPE,CODE,0,INTEGER,4,0,NOT NULL
T_MCHTYPE,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_MCHTYPE,PRIVATEUSE_BV,2,INTEGER,4,0,NULLABLE
T_MCHTYPE,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_MCHTYPE,USERID,4,VARCHAR,10,0,NULLABLE
T_MEMORANDA,CODE,0,INTEGER,4,0,NOT NULL
T_MEMORANDA,DESCRIPTION,1,VARCHAR,1000,0,NULLABLE
T_METERREADER,CODE,0,CHAR,3,0,NOT NULL
T_METERREADER,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_METERREADER,INVENTORY_NO,2,VARCHAR,20,0,NULLABLE
T_METERREADER,PURCHASEDATE,3,TIMESTAMP,8,0,NULLABLE
T_METERREADER,TRANSDATE,4,TIMESTAMP,8,0,NULLABLE
T_METERREADER,USERID,5,VARCHAR,10,0,NULLABLE
T_MUNICIPALITY,MUNICIPAL_ID,0,INTEGER,4,0,NOT NULL
T_MUNICIPALITY,CODE,1,VARCHAR,3,0,NULLABLE
T_MUNICIPALITY,DESCRIPTION,2,VARCHAR,50,0,NULLABLE
T_MUNICIPALITY,PROVINCE_CT,3,VARCHAR,3,0,NULLABLE
T_MUNICIPALITY,CITY_BV,4,INTEGER,4,0,NULLABLE
T_MUNICIPALITY,USERID,5,VARCHAR,10,0,NULLABLE
T_MUNICIPALITY,TRANSDATE,6,TIMESTAMP,8,0,NULLABLE
T_ORTYPE,CODE,0,VARCHAR,10,0,NOT NULL
T_ORTYPE,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_ORTYPE,USERID,2,VARCHAR,10,0,NULLABLE
T_ORTYPE,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_OTHERPAYMENTRATE,OPRATE_ID,0,INTEGER,4,0,NOT NULL
T_OTHERPAYMENTRATE,ITAXTYPE_CT,1,CHAR,3,0,NULLABLE
T_OTHERPAYMENTRATE,OPGROUP,2,VARCHAR,50,0,NULLABLE
T_OTHERPAYMENTRATE,OPSUBGROUP,3,VARCHAR,50,0,NULLABLE
T_OTHERPAYMENTRATE,DESCRIPTION,4,VARCHAR,100,0,NULLABLE
T_OTHERPAYMENTRATE,RATE,5,BIGINT/NUMERIC,8,-4,NULLABLE
T_OTHERPAYMENTRATE,YEARSTART,6,INTEGER,4,0,NULLABLE
T_OTHERPAYMENTRATE,MUNICIPAL_ID,7,INTEGER,4,0,NULLABLE
T_OTHERPAYMENTRATE,TRANSDATE,8,TIMESTAMP,8,0,NULLABLE
T_OTHERPAYMENTRATE,USERID,9,VARCHAR,10,0,NULLABLE
T_OTHERPAYMENTRATE,EDITABLERATE_BV,10,SMALLINT,2,0,NULLABLE
T_OTHERPAYMENTRATE,VALIDFROM,11,DATE,4,0,NULLABLE
T_OTHERPAYMENTRATE,ORDINANCENO,12,VARCHAR,15,0,NULLABLE
T_OWNERTYPE,CODE,0,VARCHAR,5,0,NOT NULL
T_OWNERTYPE,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_OWNERTYPE,USERID,2,VARCHAR,10,0,NULLABLE
T_OWNERTYPE,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_OWNERTYPE,USEDBY,4,CHAR,3,0,NULLABLE
T_PAYMODE,CODE,0,CHAR,3,0,NOT NULL
T_PAYMODE,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_PAYMODE,TRANSDATE,2,TIMESTAMP,8,0,NULLABLE
T_PAYMODE,USERID,3,VARCHAR,10,0,NULLABLE
T_PAYPERIOD,CODE,0,CHAR,5,0,NOT NULL
T_PAYPERIOD,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_PAYPERIOD,USERID,2,VARCHAR,10,0,NULLABLE
T_PAYPERIOD,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_PENALTYINTERESTPARAM,ID,0,INTEGER,4,0,NOT NULL
T_PENALTYINTERESTPARAM,RATE,1,BIGINT/NUMERIC,8,-4,NULLABLE
T_PENALTYINTERESTPARAM,VALIDFROM,2,TIMESTAMP,8,0,NULLABLE
T_PENALTYINTERESTPARAM,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_PENALTYINTERESTPARAM,USERID,4,VARCHAR,10,0,NULLABLE
T_PENALTYINTERESTPARAM,MUNICIPAL_ID,5,INTEGER,4,0,NULLABLE
T_PENALTYINTERESTPARAM,DESCRIPTION,6,VARCHAR,100,0,NULLABLE
T_PENALTYINTERESTPARAM,TAG,7,VARCHAR,10,0,NULLABLE
T_PENALTYINTERESTPARAM,USEDBY,8,CHAR,3,0,NULLABLE
T_PENALTYINTERESTPARAM,CLASSCODE_CT,9,VARCHAR,5,0,NULLABLE
T_PENALTYINTERESTPARAM,VALIDUNTIL,10,TIMESTAMP,8,0,NULLABLE
T_PLANTTREE,CODE,0,INTEGER,4,0,NOT NULL
T_PLANTTREE,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_PLANTTREE,USERID,2,VARCHAR,10,0,NULLABLE
T_PLANTTREE,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_PROPERTYKIND,CODE,0,CHAR,1,0,NOT NULL
T_PROPERTYKIND,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_PROPERTYKIND,USERID,2,VARCHAR,10,0,NULLABLE
T_PROPERTYKIND,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_PROVINCE,CODE,0,VARCHAR,3,0,NOT NULL
T_PROVINCE,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_PROVINCE,PINCODEVALUE,2,VARCHAR,3,0,NULLABLE
T_PROVINCE,CITY_BV,3,INTEGER,4,0,NULLABLE
T_PROVINCE,USERID,4,VARCHAR,10,0,NULLABLE
T_PROVINCE,TRANSDATE,5,TIMESTAMP,8,0,NULLABLE
T_PROVINCE,ISO31662_CODE,6,VARCHAR,10,0,NULLABLE
T_PROVINCE,COUNTRYCODE_CT,7,VARCHAR,5,0,NULLABLE
T_REGION,CODE,0,VARCHAR,5,0,NOT NULL
T_REGION,ISO31662_CODE,1,VARCHAR,10,0,NOT NULL
T_REGION,DESCRIPTION,2,VARCHAR,200,0,NULLABLE
T_REGION,USERID,3,VARCHAR,15,0,NULLABLE
T_REGION,TRANSDATE,4,TIMESTAMP,8,0,NULLABLE
T_REGIONALPARAMS,TAG,0,VARCHAR,50,0,NOT NULL
T_REGIONALPARAMS,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_REGIONALPARAMS,MUNICIPAL_ID,2,INTEGER,4,0,NULLABLE
T_REGIONALPARAMS,TAGVALUE,3,VARCHAR,4000,0,NULLABLE
T_REGIONALPARAMS,TAGTYPE,4,VARCHAR,100,0,NULLABLE
T_REGIONALPARAMS,USERID,5,VARCHAR,10,0,NULLABLE
T_REGIONALPARAMS,TRANSDATE,6,TIMESTAMP,8,0,NULLABLE
T_REGIONALPARAMS,REGPARM_ID,7,INTEGER,4,0,NOT NULL
T_REGIONALPARAMS,STARTDATE,10,DATE,4,0,NULLABLE
T_REGIONALPARAMS,SIGNATURE,11,BLOB,8,0,NULLABLE
T_REGIONALPARAMS,BIRTIN,12,VARCHAR,100,0,NULLABLE
T_REGIONALPARAMSETTING,REGPARMSET_ID,0,INTEGER,4,0,NOT NULL
T_REGIONALPARAMSETTING,TAG,1,VARCHAR,50,0,NULLABLE
T_REGIONALPARAMSETTING,MUNICIPAL_ID,2,INTEGER,4,0,NULLABLE
T_REGIONALPARAMSETTING,COLUMNNAME,3,VARCHAR,50,0,NULLABLE
T_REGIONALPARAMSETTING,USERID,4,VARCHAR,10,0,NULLABLE
T_REGIONALPARAMSETTING,TRANSDATE,5,TIMESTAMP,8,0,NULLABLE
T_REPORT,TREP_ID,0,INTEGER,4,0,NOT NULL
T_REPORT,REPORTGROUP,1,VARCHAR,30,0,NULLABLE
T_REPORT,REPORTNAME,2,VARCHAR,50,0,NULLABLE
T_REPORT,REPORTDW,3,VARCHAR,50,0,NULLABLE
T_REPORTGROUP,CODE,0,CHAR,3,0,NOT NULL
T_REPORTGROUP,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_REPORTGROUP,USERID,2,VARCHAR,10,0,NULLABLE
T_REPORTGROUP,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_REQUIREMENT,CODE,0,INTEGER,4,0,NOT NULL
T_REQUIREMENT,DESCRIPTION,1,VARCHAR,100,0,NULLABLE
T_REQUIREMENT,TRANSDATE,2,TIMESTAMP,8,0,NULLABLE
T_REQUIREMENT,USERID,3,VARCHAR,10,0,NULLABLE
T_RPTGRINFO,YEARSTART,0,INTEGER,4,0,NOT NULL
T_RPTGRINFO,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_RPTGRINFO,USERID,2,VARCHAR,10,0,NULLABLE
T_RPTGRINFO,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_RPTGRINFO,ORDINANCENUMBER,4,VARCHAR,25,0,NULLABLE
T_RPTGRINFO,ORDINANCEDATE,5,TIMESTAMP,8,0,NULLABLE
T_RPTGRINFO,PREFIX,6,VARCHAR,50,0,NULLABLE
T_RPTRESTRICTION,CODE,0,CHAR,4,0,NOT NULL
T_RPTRESTRICTION,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_RPTRESTRICTION,USERID,2,VARCHAR,10,0,NULLABLE
T_RPTRESTRICTION,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_RPTRESTRICTION,RESTRICTTYPE,4,VARCHAR,20,0,NULLABLE
T_RPTTRANSACTION,CODE,0,VARCHAR,10,0,NOT NULL
T_RPTTRANSACTION,DESCRIPTION,1,VARCHAR,50,0,NULLABLE
T_RPTTRANSACTION,LONGDESCRIPTION,2,VARCHAR,200,0,NULLABLE
T_RPTTRANSACTION,TRANSDATE,3,TIMESTAMP,8,0,NULLABLE
T_RPTTRANSACTION,USERID,4,VARCHAR,10,0,NULLABLE
T_SFMVBLDGCOST,SFMVBLDGCOST_ID,0,INTEGER,4,0,NOT NULL
T_SFMVBLDGCOST,BLDGKIND_CT,1,INTEGER,4,0,NULLABLE
T_SFMVBLDGCOST,STRUCTURETYPE_CT,2,INTEGER,4,0,NULLABLE
T_SFMVBLDGCOST,BLDGCLASS_CT,3,INTEGER,4,0,NULLABLE
T_SFMVBLDGCOST,MINVALUE,4,BIGINT/NUMERIC,8,-4,NULLABLE
T_SFMVBLDGCOST,MAXVALUE,5,BIGINT/NUMERIC,8,-4,NULLABLE
T_SFMVBLDGCOST,MUNICIPAL_ID,6,INTEGER,4,0,NULLABLE
T_SFMVBLDGCOST,YEARSTART,7,INTEGER,4,0,NULLABLE
T_SFMVBLDGCOST,USERID,8,VARCHAR,10,0,NULLABLE
T_SFMVBLDGCOST,TRANSDATE,9,TIMESTAMP,8,0,NULLABLE
T_SFMVBLDGDEPRECIATION,SFMVBLDGDEP_ID,0,INTEGER,4,0,NOT NULL
T_SFMVBLDGDEPRECIATION,STRUCTURETYPE_CT,1,INTEGER,4,0,NULLABLE
T_SFMVBLDGDEPRECIATION,BLDGCLASS_CT,2,INTEGER,4,0,NULLABLE
T_SFMVBLDGDEPRECIATION,YEARSTART,3,INTEGER,4,0,NULLABLE
T_SFMVBLDGDEPRECIATION,MUNICIPAL_ID,4,INTEGER,4,0,NULLABLE
T_SFMVBLDGDEPRECIATION,USERID,5,VARCHAR,10,0,NULLABLE
T_SFMVBLDGDEPRECIATION,TRANSDATE,6,TIMESTAMP,8,0,NULLABLE
T_SFMVBLDGDEPRECIATION,AGEFROM,7,INTEGER,4,0,NULLABLE
T_SFMVBLDGDEPRECIATION,AGETO,8,INTEGER,4,0,NULLABLE
T_SFMVBLDGDEPRECIATION,RESIDUALVALUE,9,BIGINT/NUMERIC,8,-4,NULLABLE
T_SFMVBLDGDEPRECIATION,DEPVALUE,10,BIGINT/NUMERIC,8,-4,NULLABLE
T_SFMVBLDGDEPRECIATION,BLDGKIND_CT,11,INTEGER,4,0,NULLABLE
T_SFMVBLDGEXTRAITEM,SFMVBLDGEXTRA_ID,0,INTEGER,4,0,NOT NULL
