generator_name
GEN_BANKSTATEMENT_ID
GEN_BPDETAIL_ID
GEN_BURIALPERMIT_ID
GEN_BUSINESSPERMITCLEARANCE_ID
GEN_BUSINESSPERMITDETAIL_ID
GEN_BUSINESSPERMITJOURNAL_ID
GEN_BUSINESSPERMITLESSOR_ID
GEN_BUSINESSPERMITPREVGROSS_ID
GEN_BUSINESSPERMITPROMISSORY_ID
GEN_BUSINESSPERMIT_HISTORY_ID
GEN_BUSINESSPERMIT_ID
GEN_BUSPERMITCLEARANCEDET_ID
GEN_CASHTICKET_ID
GEN_CATTLEOWNERSHIP_ID
GEN_CATTLETRANSFER_ID
GEN_CTC_ID
GEN_CUSTOMLAYOUT_AF_ID
GEN_EEBILL_ID
GEN_EECITATIONTICKETDETAIL_ID
GEN_EECITATION_ID
GEN_EECLEARANCE_ID
GEN_EECONTRACTSECTION_ID
GEN_EECONTRACT_ID
GEN_EEPROMISSORY_ID
GEN_ENFORCEMENT_ID
GEN_ESREREPORT_ID
GEN_MANUALDEBIT_ID
GEN_MARRIAGELICENSE_ID
GEN_MCHCHARGES_ID
GEN_MCHDRIVER_ID
GEN_MCHOPERATOR_ID
GEN_MCHREQUIREMENT_ID
GEN_PAYMENTCHEQUE_ID
GEN_PAYMENTCLASSDETAIL_ID
GEN_PAYMENTDETAIL_ID
GEN_PAYMENT_ID
GEN_POSTINGJOURNAL_ID
GEN_PROPERTYOWNERDETAIL_ID
GEN_PROPERTYOWNER_ID
GEN_PROPERTYREFERENCE_ID
GEN_PROPERTY_ID
GEN_REMITTANCE_ID
GEN_RPTASSESSMENTDETAIL_ID
GEN_RPTASSESSMENT_ID
GEN_RPTBLDGDEPRECIATION_ID
GEN_RPTBLDGEXTRA_ID
GEN_RPTBLDGFLOOR_ID
GEN_RPTBLDGINFO_ID
GEN_RPTBLDGSTRUCTURALMAT_ID
GEN_RPTCANCELLED_ID
GEN_RPTCOMPROMISEDETAIL_ID
GEN_RPTCOMPROMISE_ID
GEN_RPTLANDAPPRAISAL_ID
GEN_RPTLANDAPPR_ID
GEN_RPTLIABILITY_ID
GEN_RPTMACHAPPRAISAL_ID
GEN_RPTMCHAPP_ID
GEN_RPTPLANTTREEAPPRAISAL_ID
GEN_RPTTRANSACTION_ID
GEN_RPTTRANS_ID
GEN_RPTVALUEADJUSTMENT_ID
GEN_SFMVBLDGDEPRECIATION_ID
GEN_SFMVBLDGEXTRAITEM_ID
GEN_SFMVBUILDING_ID
GEN_SFMVLANDADJUSTMENT_ID
GEN_SFMVLAND_ID
GEN_SFMVPLANTTREE_ID
GEN_SUBDIVISION_ID
GEN_SYNCRONIZATIONCHECKER_ID
GEN_SYNCRONIZATIONCHECKER_ID1
GEN_TAXCLEARANCE_ID
GEN_TAXPAYERFAMILY_ID
GEN_TPACCOUNT_ID
GEN_TPDOCUMENT_ID
GEN_TRANSACTIONSTATUSDETAIL_ID
GEN_TRANSACTIONSTATUSREMARK_ID
GEN_TRANSACTIONSTATUS_ID
GEN_T_ADJUSTMENTFACTOR_ID
GEN_T_ADJUSTMENTTYPE_ID
GEN_T_ADJUSTMENT_ID
GEN_T_ASSESSMENTLEVEL_ID
GEN_T_BLDGCLASS_ID
GEN_T_BLDGCOMPONENT_ID
GEN_T_BLDGEXTRAITEM_ID
GEN_T_BLDGKIND_ID
GEN_T_BLDGMATERIALCHECKLIST_ID
GEN_T_BLDGMATERIAL_ID
GEN_T_BPADDONCHARGES_ID
GEN_T_BPCATEGORYGROUP_ID
GEN_T_BPCATEGORY_ID
GEN_T_BPCLEARANCE_ID
GEN_T_BPRATES_ID
GEN_T_BPSTATUS_ID
GEN_T_BUILDINGNAMES_ID
GEN_T_CLASSLEVEL_ID
GEN_T_COMMENTTEMPLATE_ID
GEN_T_CTCRATE_ID
GEN_T_DISCOUNT_ID
GEN_T_DOLLAREXCHANGERATE_ID
GEN_T_EERATE_ID
GEN_T_FAMILY_ID
GEN_T_MACHINEGROUP_ID
GEN_T_MACHINETYPE_ID
GEN_T_MCHFRANCHISESCHEDULE_ID
GEN_T_MCHRATE_ID
GEN_T_MCHREQUIREMENT_ID
GEN_T_MCHTYPE_ID
GEN_T_MUNICIPALITY_ID
GEN_T_OTHERPAYMENTRATE_ID
GEN_T_PENALTYINTERESTPARAM_ID
GEN_T_PLANTTREE_ID
GEN_T_REGIONALPARAMS_ID
GEN_T_REPORT_ID
GEN_T_REQUIREMENT_ID
GEN_T_RPTGRINFO_ID
GEN_T_SFMVBLDGCOST_ID
GEN_T_SFMVBLDGEXTRAITEM_ID
GEN_T_SFMVLANDADJUSTMENT_ID
GEN_T_SFMVLAND_ID
GEN_T_SHARES_ID
GEN_T_SUBCLASSIFICATION_ID
GEN_T_TAXPAYERDETAIL_ID
GEN_T_TRANSAPPROVAL_ID
GEN_T_USERDESIGNATION_ID
GEN_T_WATERORDINANCE_ID
GEN_T_WCONNECTIONRATE_ID
GEN_T_WNODE_ID
GEN_T_WOWI_ID
GEN_WATERBILLDETAIL_ID
GEN_WATERBILL_ID
GEN_WATERCONTRACT_ID
GEN_WATERINIT_CONSUMPTION_ID
GEN_WATERINIT_OUTSTANDING_ID
GEN_WATERMETER_ID
GEN_WMREADER_BARANGAY_ID
GEN_WM_READINGLIST_ID
GEN_WM_READING_ID
GEN_WM_WC_ID
